country,survey_date,,,round,,,,,site_id,,,,,,,,,site_latitude,site_longitude,,,site_urban,,,,,,,n_family,n_total,n_male,n_female,,n_pregnant_youth,n_pregnant_adult,n_lactating,n_pwpd_m,n_pwpd_w,n_pwmd_m,n_pwmd_w,n_chron_m,n_chron_w,n_ethnicmin_m,n_ethnicmin_w,n_elder_male,n_elder_female,n_elder_m_alone,n_elder_f_alone,n_boy_unacc,n_girl_unacc,n_boy_sep,n_girl_sep,n_orphan_b,n_orphan_g,n_single_mothers,n_single_fathers,n_hoh_boy,n_hoh_girl,,,,,,,,,,,,,,,,,,,water_source_p,,,,,,latrine_gender,,,,,,,,,,,,,,,edu_access,,,,,per_hh_income,,,,sec_provided,,,,,,,,,,,,,,,,,,,,,,,food_access,,,,,,,,,,,,,,,,,travel_info,,,,,
Ecuador,2016-05-17,,Masculino,2,Manabi,ROCAFUERTE,ROCAFUERTE,,MAN_139,Resbalon,San vicente ferer,Espontaneo,Edificio publico,abierto,2016-05-17,,Se cambiaron de la escuela ala iglesia por motivos de clases,-0.9651668,-80.4368411,76.5,4.5,urban,ffaa,si,,no,,Se comparte el techo para dormir,6,30,8,22,,0,0,2,0,0,0,0,0,2,,,1,1,0,0,0,0,,,0,0,0,0,0,0,2,3,0,0,si,lugar de origen,,,,infraestructura preexistente,no,no,si,kits cocina,kits cocina,fuera del sitio menor 20 minutos,poma,no,agua embotellada,no,Agua de la llave para uso domestico,2,2,15,no,no,no,no,no,cada dos semanas,si,si,IRA,ninguno,0,si,en el sitio menor 3 km,dia,gobierno,no,menor a 1 km,Ninguno,jornalero,ama de casa,menor 25%,si,no,no,no,si,Tienen riesgo de hestar en el propio refugio de robo,comunidad auto organizada,si,letrinas banos,ninguno,1,0,no,no,no,no,excelente,excelente,no,,"si, pero no adecuada",vivienda temporal salud comida,si,no,no,si,si,no,no,no,no,seguridad,no,no,no,no,no,si,no,ninguno,,otro,seguridad,no,,,,2016-05-17T23:27:52,20
Ecuador,2016-05-19,,Masculino,2,Manabi,PORTOVIEJO,PORTOVIEJO,,MAN_141,Parque el mamey bloque 1,,Campamento,Parque o plaza,abierto,2016-05-19,,No resiven ayuda necesaria,-1.0635117,-80.4553956,58.40000153,5,urban,mies,no,,si,,,23,115,55,60,,0,0,2,1,0,0,1,4,5,,,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,si,lugar de origen,,,,carpas,no sabe,no,no,,kits cocina,en el sitio menor 20 minutos,botellon,si mas de 2L,agua embotellada,si mas de 15L,agua embotellada,,,no hay letrinas,si,si,si,si,no,dos veces por semana,no,no,IRA,diarrea,0,si,en el sitio mayor 3 km,24 horas,gobierno,no,entre 2 km y 5 km,Ninguno,comercio informal,ama de casa,menor 25%,no,no,no,si,si,Descuido de las personas y los ladrones se aprobechan,policia,no,,ninguno,1,1,no,no sabe,si,si,excelente,excelente,si,115,"si, adecuada",bienes no alimentarios salud comida medios de vida,no,si,no,si,si,no,si,no,no,falta accesso segregado,no,no,no,no,si,no,no,ninguno,,Por visualisacion propia,accesso asistencia,no,,,,2016-05-21T15:23:42,150
Ecuador,2016-05-18,,Masculino,2,Manabi,CHONE,CHONE,,MAN_142,Albergue unico,Albergue unico,Campamento,Edificio publico,abierto,2016-05-10,,No nos dieron informacion por no contar con identificacion,-0.699373,-80.1147429,34.09999847,5,urban,mies,no_sabe,No nos dieron informacion,no_sabe,,No nos dieron informacion,0,0,0,0,Sin informacion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no sabe,"ninguno, permanecer mismo lugar",,,,carpas,no sabe,no sabe,no sabe,,no sabe,desconocido,no sabe,no sabe,no sabe,no sabe,no sabe,0,0,no hay letrinas,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,0,no sabe,no sabe,24 horas,no sabe,no sabe,no sabe,Ninguno,no sabe,no sabe,no responde,no sabe,no sabe,no sabe,no sabe,no sabe,,combinado policia militares,no sabe,,otro,0,0,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,,no sabe,no sabe,no,no,no,no,no,no,no,no,si,otro,no,no,no,no,no,no,no sabe,ninguno,no nos dieron informacion,no sabe,no facilitaron informacion,no sabe,,,,2016-05-19T04:36:33,119
Ecuador,2016-05-17,,Masculino,2,Santo Domingo de los Tsachilas,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,,SAD_002,Centro de convenciones Dr. ALFONSO TORRES ORDONES,El recinto ferial,Albergue planificado,Edificio publico,abierto,2016-04-16,,,-0.2471799,-79.1544789,607.7999878,5,urban,GAD municipal,no,,si,,,65,200,120,80,,0,1,20,3,3,1,1,1,1,0,0,8,8,1,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,si,lugar de origen,,,,,si,si,si,ropa,kits dignidad,en el sitio menor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si mas de 15L,agua embotellada,20,20,10,si,si,si,si,si,todos los dias,si,no,ninguno,IRA,0,no,en el sitio menor 3 km,24 horas,gobierno,si,entre 2 km y 5 km,menor 50%,,,menor 25%,no,no,no,si,no,,combinado policia militares,si,Parte exterior,identificacion de MNA,2,0,si,si,si,si,bueno,bueno,no,,"si, adecuada",comida,no,no,no,no,si,no,no,no,no,,,,,,,,,"si, todos",,gestion albergue,situacion origen,no,,,,2016-05-18T13:16:55,42
Ecuador,2016-05-17,,Masculino,2,Santo Domingo de los Tsachilas,LA CONCORDIA,LAS Villegas,,SAD_003,Escuela Victor Villegas Plaza,Las Villegas,Albergue planificado,Escuela,abierto,2016-04-16,,,-0.0487619,-79.4447833,233.8999939,5,rural,TENENCIA POLITICA,si,,si,,VARIAS AULAS,15,60,32,28,,1,1,3,4,3,0,0,1,3,0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,si,lugar de origen,,,,infraestructura preexistente,si,no,si,ropa,mosquiteros,fuera del sitio menor 20 minutos,botellon,si menos de 2L,pozo,si menos de 15L,tanquero,6,4,15,si,no,no,no,no,irregular,no,no,IRA,ninguno,0,no,fuera del sitio mayor 3 km,dia,gobierno,si,entre 2 km y 5 km,mayor 75%,jornalero,,mayor 75%,no,no,no,no,no,,comunidad auto organizada,si,Espacios verdes,ninguno,0,0,si,si,si,si,bueno,deficiente,si,4,"si, adecuada",vivienda temporal bienes no alimentarios agua saneamiento higiene comida,si,si,si,no,si,no,no,no,no,diseno escombros danos,no,si,si,no,no,no,no,"si, todos",,radio noticias,accesso asistencia,no,,,,2016-05-18T13:16:54,40
Ecuador,2016-05-17,,Masculino,2,Santo Domingo de los Tsachilas,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,,SAD_005,Albergue semillitas de dios,Semollita de dios,Albergue planificado,Escuela,abierto,2016-04-17,,,,,,,urban,ffaa,si,,si,,3 familias por bloque,24,82,32,50,,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,no,lugar de origen,,,,infraestructura preexistente,si,si,si,ropa,"Mosqueteros. Ropa. Kits de cocina, kits de limpieza y kits de dignidad",en el sitio menor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si mas de 15L,agua embotellada,12,8,10.25,si,no,no,no,no,todos los dias,si,no,IRA,malaria,0,si,fuera del sitio menor 3 km,dia,gobierno,si,menor a 1 km,mayor 75%,pesca,,menor 75%,no,no,no,si,no,,militares,no,,otro,3,0,no,si,si,si,deficiente,deficiente,no,,"si, adecuada",vivienda temporal,si,no,no,no,no,no,no,no,no,otro,no,no,no,no,no,no,no hay espacio para mas por que entrara otro grupo de personas desplazadas,"si, todos",,ninguno,Charlas de motivasion,no,,,,2016-05-18T13:16:57,45
Ecuador,2016-05-19,,Femenino,2,Esmeraldas,MUISNE,SAN FRANCISCO,,ESM_014,Las palmeras,Las palmeras de bunche,Espontaneo,Lote abierto,cerrado,2016-04-17,2016-05-16,,0.636686,-79.989216,,,urban,ninguno,no_sabe,,si,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay letrinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-19T13:46:54,125
Ecuador,2016-05-17,,Femenino,2,Esmeraldas,MUISNE,BOLIVAR,Mompiche,ESM_071,Voluntad de Dios,Voluntad de Dios,Espontaneo,Lote abierto,cerrado,2016-05-17,,,0.484136339,-79.98660163,126.3630643,15,rural,mies,no_sabe,.,no_responde,,,0,0,0,0,.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay letrinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-18T18:29:21,68
Ecuador,2016-05-21,,Femenino,2,Manabi,PEDERNALES,PEDERNALES,,MAN_006,Colegio tecnico,Nueva esperanza,Campamento,Centro deportivo,cerrado,2016-04-17,2016-05-20,Este sitio fue reubicado en DN,0.0659825,-80.0532262,32.59999847,5,urban,ffaa,no,,no,Cerrado,,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay letrinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-21T17:27:24,175
Ecuador,2016-05-17,,Femenino,2,Manabi,JARAMIJO,JARAMIJO,,MAN_009,Anibal san andres,Via base naval,Albergue planificado,Escuela,cerrado,2016-04-16,2016-05-15,No hay refugiados. Esta funcionando la escula normalmente.,-0.949434,-80.6362747,29.79999924,5,urban,mies,no_sabe,,no,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay letrinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-19T03:52:21,112
Ecuador,2016-05-19,,Masculino,2,Manabi,MANTA,MANTA,,MAN_011,Calegio Manta,,Albergue planificado,Escuela,cerrado,2016-04-16,2016-05-07,Los albergados del colegio se fueron a diferentes canpamentos,-0.9558052,-80.7301631,71.59999847,5,urban,mies,no_sabe,No se encuentran los albergados se fueron a otros campamentos,si,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay letrinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-19T18:51:42,137
Ecuador,2016-05-21,,Femenino,2,Manabi,PEDERNALES,PEDERNALES,,MAN_018,31 de marzo,,Albergue planificado,Escuela,cerrado,2016-04-17,2016-05-20,Este sitio fue reubicado en el.campamento Divino Nino pero queda una familia,0.0614999,-80.0577789,37.29999924,5,urban,ffaa,no,,no,Esta cerrado,Solo queda una familia,1,8,3,5,Esta familia se queda por miedo a perder sus cosas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,no hay letrinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-21T17:27:22,174
Ecuador,2016-05-17,,Masculino,2,Manabi,JARAMIJO,JARAMIJO,,MAN_019,Escuela Antonio Borrero,"Calle Naval, Av.Jhon F.Kennedy",Albergue planificado,Escuela,cerrado,2016-04-16,2016-05-01,No hay refugiados,-0.9501423,-80.6402112,39.59999847,5,urban,mies,no_sabe,No funciona como albergue (se han desplazado mas adelante iglesia de los mormones),no_sabe,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay letrinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-19T03:01:51,111
Ecuador,2016-05-17,,Masculino,2,Manabi,SUCRE,BAHIA DE CARAQUEZ,,MAN_023,Escuela Marcos Mero Lopez,Marco Mero Lopez,Albergue planificado,Otro,cerrado,2016-04-16,2016-05-17,Nada,-0.6241953,-80.4258226,31.79999924,5,urban,ninguno,no_responde,Cerrado,no,Cerrado,Cerrado,0,0,0,0,Cerrado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no responde,"ninguno, permanecer mismo lugar",,,,infraestructura preexistente,,no responde,no responde,,,no responde,otro,Cerrado,no responde,no responde,no responde,0,0,no hay letrinas,no responde,no responde,no responde,no responde,no responde,no responde,no responde,no responde,Cerrado,Cerrado,0,Cerrado,Cerrado albergue,,no responde,Cerrado,no responde,Cerrado,no responde,no responde,no responde,no responde,no responde,no responde,no responde,no responde,,otro,no responde,,ninguno,0,0,no responde,no responde,no responde,no responde,no responde,no responde,no responde,,no responde,no sabe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,otro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cerrado,ninguno,Cerrado,no responde,no responde,no responde,,,,2016-05-17T23:20:41,11
Ecuador,2016-05-19,,Femenino,2,Manabi,SAN VICENTE,CANOA,.,MAN_035,ORO VERDE,,Espontaneo,Otro,cerrado,2016-05-19,2016-05-19,,-0.4616357,-80.4481849,35.59999847,4,rural,ninguno,no_sabe,,no,.,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay letrinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-21T15:32:33,160
Ecuador,2016-05-17,,Masculino,2,Manabi,SUCRE,BAHIA DE CARAQUEZ,,MAN_046,03 de noviembre,Escuela vicente alejandro hurtado polit,Albergue planificado,Escuela,cerrado,2016-04-17,2016-05-16,Esta cerrada,-0.611486,-80.425544,,,urban,mies,si,No hay informacion,no,No hubo informacion,Vivian cerca,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,no,si,si,no hay informacion,sin informacion,en el sitio menor 20,barril tanque 200L,si mas de 2L,agua embotellada,si mas de 15L,agua embotellada,0,0,no hay letrinas,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,ninguno,ninguno,0,no sabe,no sabe,24 horas,no sabe,no sabe,no sabe,no hay informantr,no sabe,no sabe,no responde,no sabe,no sabe,no sabe,no sabe,no sabe,,no sabe,no sabe,,ninguno,0,0,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,,no sabe,no sabe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,otro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sin  informacion,ninguno,sin informacion,no sabe,no sabe,no sabe,,,,2016-05-17T23:20:33,7
Ecuador,2016-05-18,,Masculino,2,Manabi,MANTA,MANTA,,MAN_049,Unidad Educativa Luis Felipe Martinez,20 de Mayo,Albergue planificado,Escuela,cerrado,2016-04-16,2016-05-07,Se unieron en un mismo lugar,-0.9732798,-80.7185339,72.19999695,5,urban,mies,no_sabe,,no,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay letrinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-19T18:51:35,131
Ecuador,2016-04-17,,Masculino,2,Manabi,PEDERNALES,PEDERNALES,Pueblo nuevo,MAN_075,Escuela Isidro Jaramillo RodrigueZ,,Albergue planificado,Escuela,cerrado,2016-04-16,,,-0.08272247,-79.73133635,,,rural,ninguno,no,,no,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay letrinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-18T13:17:00,47
Ecuador,2016-05-17,,Masculino,2,Manabi,PEDERNALES,PEDERNALES,Pedernales,MAN_076,El Achiote,,Espontaneo,Centro deportivo,cerrado,2016-05-17,,,0.004797096,-79.89772853,,,rural,ninguno,no,,no,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay letrinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-18T13:17:01,48
Ecuador,2016-05-18,,Masculino,2,Manabi,PORTOVIEJO,PORTOVIEJO,,MAN_081,Colegio manabi tecnologico,Colegio manabi tecnologico,Espontaneo,Centro deportivo,cerrado,2016-04-16,2016-05-13,O,-1.0623191,-80.4746352,117.8000031,5,urban,ninguno,no,O,no,No,O,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,"ninguno, permanecer mismo lugar",,,,carpas,no,no,no,,otro,no responde,otro,no,no sabe,no,no sabe,0,0,no hay letrinas,no,no,no,no,no,no sabe,no,no,ninguno,ninguno,0,no,no sabe,,no sabe,no,ninguno,no responde,no responde,no responde,no responde,no,no responde,no responde,no responde,no responde,,no sabe,no responde,,ninguno,0,0,no responde,no responde,no responde,no responde,no responde,no responde,no responde,,no responde,no sabe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,otro,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ninguno,O,no responde,no sabe,no sabe,,,,2016-05-21T15:23:41,149
Ecuador,2016-05-17,,Femenino,2,Manabi,ROCAFUERTE,ROCAFUERTE,Rocafuerte,MAN_084,Sitio Tierra amarilla,,Albergue planificado,Escuela,cerrado,2016-04-16,2016-05-16,Albergue cerrado,-0.9570395,-80.4660779,34.59999847,7.5,rural,ninguno,no_sabe,,no,Cerrado,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay letrinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-19T23:25:52,140
Ecuador,2016-05-17,,Femenino,2,Manabi,ROCAFUERTE,ROCAFUERTE,Rocafuerte,MAN_085,Resbalon,Resbalon,Albergue planificado,Escuela,cerrado,2016-04-16,2016-05-17,,-0.9626886,-80.4403851,43.79999924,4.5,rural,ninguno,no_sabe,,no,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay letrinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-19T23:25:53,141
Ecuador,2016-05-19,,Masculino,2,Manabi,JAMA,JAMA,.,MAN_095,Salime #1,Salime #1,Espontaneo,Otro,cerrado,2016-05-19,2016-05-19,,-0.2093651,-80.2284428,57.29999924,4.5,rural,ninguno,no_sabe,,no,Cerrado,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay letrinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-21T15:36:07,161
Ecuador,2016-05-18,,Femenino,2,Manabi,CHONE,CHONE,,MAN_104,Escuela juan  montalvo,Escuela juan montalvo,Albergue planificado,Escuela,cerrado,2016-04-16,2016-05-16,Sc,-0.6945103,-80.0922337,24.89999962,4.5,urban,ninguno,no_sabe,Sc,no,Sc,Sc,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no sabe,"ninguno, permanecer mismo lugar",,,,,no sabe,no sabe,no sabe,,Sc,desconocido,,no sabe,no sabe,no sabe,no sabe,0,0,no hay letrinas,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,ninguno,ninguno,0,no sabe,no sabe,,no sabe,no sabe,no sabe,,no sabe,no sabe,no responde,,no sabe,no sabe,no sabe,no sabe,,no sabe,no sabe,,,0,0,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,,no sabe,no sabe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,Sc,no sabe,no sabe,no sabe,,,,2016-05-19T03:53:20,114
Ecuador,2016-05-17,,Masculino,2,Manabi,ROCAFUERTE,ROCAFUERTE,,MAN_138,Puerto lor,,Albergue planificado,Escuela,cerrado,2016-05-17,2016-05-17,,-0.9525776,-80.4713217,11.10000038,5,urban,ninguno,no,,no,,,4,20,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay letrinas,,,,,,,,,zika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-17T23:27:47,18
Ecuador,2016-05-18,,Masculino,2,Manabi,PORTOVIEJO,PORTOVIEJO,,MAN_140,Colegio portoviejo,,Albergue planificado,Escuela,cerrado,2016-05-18,2016-05-18,Se trasladaron los alvergados del colegio portoviejo al aeropuerto,-1.0499529,-80.4543844,54.59999847,15,urban,ninguno,no_sabe,,no_sabe,,,6,30,14,16,,2,1,3,1,1,2,1,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay letrinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-19T01:37:59,96
Ecuador,2016-05-17,,Masculino,2,Santo Domingo de los Tsachilas,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,,SAD_001,CASA DE RETIROS JUAN XXIII,,Albergue planificado,Edificio privado,cerrado,2016-04-26,2016-05-17,,-0.2458075,-79.1810863,564.5,5,urban,ffaa,no,,no,POR CIERRE,,15,31,17,14,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,otro en el pais,Santo Domingo,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,infraestructura preexistente,no responde,no,,,,,,,,,,,,no hay letrinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-18T13:17:38,55
Ecuador,2016-05-19,,Femenino,2,Esmeraldas,MUISNE,BOLIVAR,Muisne,ESM_064,VOLUNTAD DE DIOS,La y de mompiche,Espontaneo,Lote abierto,Listo para abrir,2016-05-19,,El sitio estaba cerrado pero esta a punto de ser activado. Las familias recien estab llegando,0.4841767,-79.9866333,121,5,rural,mies,no_sabe,,no_sabe,,,0,0,0,0,No se sabe datos demograficos porque el sitio se esta activando recien de nuevo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay letrinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016-05-22T17:44:21,178
